iso3,country_display,year,wealth_pc,human_capital_pc,natural_capital_pc,produced_capital_pc,net_foreign_assets_pc,region,income_group,gini_index,population_total,gdp_per_capita_current_usd,education_expenditure_pct_gdp,lower_secondary_completion_rate,tertiary_enrolment_rate,school_life_expectancy,log_wealth_pc,human_capital_share,natural_capital_share,produced_capital_share
ROU,Romania,2005,32929.5925647664,20929.2447799566,5715.467088820043,7655.96099103158,-1371.0802950418802,Europe & Central Asia,High income,29.8,21319685,4618.00350802913,3.50039005279541,86.18375,46.38265,13.66652,10.402127002526372,0.635575576551476,0.1735662862387009,0.2324948593267203
ROU,Romania,2006,40058.249998899,27297.9708960364,7218.439788192451,7940.8945082743,-2399.05519360415,Europe & Central Asia,High income,39.6,21193760,5757.53127301178,4.30650997161865,82.89735,52.47506,14.05823,10.59808992376484,0.6814569008078656,0.1801985805268789,0.1982336849086656
ROU,Romania,2007,49260.9084318886,34687.5243201558,7943.00022699701,10584.5605439888,-3954.17665925297,Europe & Central Asia,High income,37.5,20882982,8360.33775916596,4.14953994750977,88.74555,58.27953,14.62832,10.804886113077538,0.7041592496840993,0.1612434784465968,0.2148673437198933
ROU,Romania,2008,63956.0473090419,45773.3601699075,11303.135688804,11750.0650745491,-4870.51362421866,Europe & Central Asia,High income,36.4,20537875,10435.1561230787,4.09721994400024,91.62954,65.79338,15.32609,11.06595136561737,0.7157002675403958,0.176732868342944,0.1837209391282677
ROU,Romania,2009,46422.8513470285,34419.7138366111,7994.953378530339,9522.65923625317,-5514.475104366091,Europe & Central Asia,High income,35.6,20367487,8548.4543409242,4.00193977355957,92.83528,68.59246,15.66171,10.745547102910292,0.7414390292252974,0.1722202136780659,0.2051287019202604
ROU,Romania,2010,48230.1639213973,36093.1149717532,8299.576707568207,9385.78634947553,-5548.31410739961,Europe & Central Asia,High income,35.5,20246871,8399.5374234284,3.41647005081177,90.79528,63.99544,15.55169,10.783739911800708,0.7483514887192929,0.1720826974814842,0.1946040731848213
ROU,Romania,2011,54256.9450039562,39003.0791877898,11643.02433308124,9468.88024595469,-5858.038762869571,Europe & Central Asia,High income,35.9,20147528,9560.6755277458,2.91359996795654,105.90724,58.18541,15.19216,10.901486281715142,0.7188587412163706,0.2145904885030345,0.1745192296629354
ROU,Romania,2012,46389.6634953651,35102.334375547,9147.65381384916,8474.74252466716,-6335.06721869815,Europe & Central Asia,High income,36.5,20058035,8929.95366231474,2.8234601020813,86.86118,49.71394,14.60478,10.744831943901096,0.7566843932604546,0.1971916397876678,0.1826860099020526
ROU,Romania,2013,50686.0771408404,37675.3560156821,9997.935447648148,9389.43487843614,-6376.64920092598,Europe & Central Asia,High income,36.9,19983693,9497.67411615237,3.06785011291504,87.29104,46.84502,,10.83340653925963,0.7433077906383311,0.1972521057383683,0.1852468253233704
ROU,Romania,2014,55803.6361689008,39873.4819883967,11374.15096815141,9954.87374207692,-5398.8705297243,Europe & Central Asia,High income,36.0,19908979,10031.7710755404,3.12494993209839,89.94736,47.1371,,10.92959431056352,0.7145319682701622,0.203824548882895,0.1783911304981366
ROU,Romania,2015,46352.144243993,34515.9492205467,7761.57987153372,8993.81625068233,-4919.20109876978,Europe & Central Asia,High income,35.9,19815616,8977.01748158196,3.10693001747131,90.83974,46.72669,14.63422,10.74402283193027,0.7446462247540963,0.1674481299220495,0.1940323667302162
ROU,Romania,2016,51853.1525830451,39341.0312416571,7765.36333515408,9377.95095474081,-4631.19294850689,Europe & Central Asia,High income,34.4,19702267,9404.54005870715,3.0255401134491,89.0415,48.24061,14.32149,10.856171013796676,0.7587008558187608,0.1497568218772718,0.1808559458312898
ROU,Romania,2017,60514.7428505836,46879.8036607238,9181.226455348962,10013.9549453961,-5560.24221088519,Europe & Central Asia,High income,36.0,19588715,10727.9822007426,3.11819005012512,86.53458,49.38187,14.25988,11.010642297813655,0.7746840100845227,0.1517188378048345,0.1654795918099076
ROU,Romania,2018,71891.8638832037,55859.3718477253,10256.134636393728,11246.1203698604,-5469.762970775859,Europe & Central Asia,High income,35.8,19473970,12416.134317959,3.31710004806519,88.01003,51.01254,14.275,11.182918378519046,0.776991565255215,0.1426605749581893,0.1564310585705632
RUS,Russian Federation,2000,26734.2029072338,6824.82438994049,5368.64921300316,14085.3648721889,455.36443210121,Europe & Central Asia,High income,37.1,146596869,1771.59411621094,2.93979001045227,,55.79958,,10.193699032359495,0.2552843791012678,0.200815757688085,0.5268668350077365
RUS,Russian Federation,2001,37720.9398196693,9403.64560264219,10019.72914798506,17977.712176574,319.8528924679801,Europe & Central Asia,High income,36.9,145976482,2100.3525390625,3.10601997375488,88.26532,61.5668,,10.537970652122828,0.2492951036638469,0.2656277705668496,0.4765976739317523
RUS,Russian Federation,2002,40807.8505624313,10749.1980404357,9718.94807509011,20066.0621747364,273.6422721690101,Europe & Central Asia,High income,37.3,145306497,2377.52954101563,3.83502006530762,90.75336,66.85832,,10.616629757628584,0.2634100520435564,0.2381636852012394,0.4917206345881325
RUS,Russian Federation,2004,57093.9406336126,17652.4300087741,12551.86760364549,26946.8593297137,-57.21630852066983,Europe & Central Asia,High income,40.3,144067316,4102.36474609375,3.54786992073059,83.77629,70.59244,,10.95245327151248,0.3091821971451324,0.2198458796914063,0.47197406643621
RUS,Russian Federation,2005,61758.7111159557,22528.0683008239,9113.99146527778,30376.6242339666,-259.97288411260024,Europe & Central Asia,High income,41.3,143518814,5323.455078125,3.77192997932434,80.33178,72.56594,13.7517,11.030990315244424,0.3647755578727362,0.1475741850921356,0.4918597503910445
RUS,Russian Federation,2006,90396.4470772292,29947.4808545792,26762.09200980226,33841.7505233692,-154.87631052150027,Europe & Central Asia,High income,41.0,143049637,6920.19970703125,3.86626005172729,74.99058,72.79667,13.77841,11.411960243364875,0.3312904635399432,0.2960524763427745,0.3743703609773167
RUS,Russian Federation,2008,152659.510567301,54138.6970659975,48921.03512514501,47947.9912676274,1651.7871085308998,Europe & Central Asia,High income,41.6,142742366,11635.2841796875,4.10174989700317,71.61821,74.89586,13.9815,11.93596529931628,0.3546369097137258,0.3204584826936009,0.3140845341993232
RUS,Russian Federation,2011,173112.708269416,69911.0805147512,48996.0612234031,53460.6053743962,744.9611568653909,Europe & Central Asia,High income,39.7,143018195,14305.33203125,3.71261270253186,86.11064,76.18489,14.64461,12.061698154237352,0.4038471884221712,0.2830298348007491,0.3088196465114233
RUS,Russian Federation,2012,177226.185144094,76803.8564910891,45595.25982319017,54171.5518956694,655.5169341456203,Europe & Central Asia,High income,40.7,143378447,15401.8515625,3.79310011863708,86.63552,75.90709,14.57189,12.085182077929488,0.4333663020994534,0.2572715752252912,0.3056633637496916
RUS,Russian Federation,2013,156095.272487475,82950.5280902354,17499.38574174112,54596.4985266628,1048.8601288358896,Europe & Central Asia,High income,40.9,143805638,15941.4482421875,3.76382994651794,91.0861,77.85032,14.75538,11.958221820891012,0.5314096113762273,0.1121070834681765,0.34976394644523
RUS,Russian Federation,2014,138944.757002649,75677.6707736457,15280.85621096523,46096.7177664055,1889.5122516328493,Europe & Central Asia,High income,36.9,144237223,14055.47265625,4.01387977600098,96.00013,78.4631,14.77152,11.841831701480327,0.5446601398007619,0.1099779260521064,0.3317629161460669
RUS,Russian Federation,2015,95972.3741631408,51246.7489455435,12244.32198850764,30430.9469518157,2050.35627727396,Europe & Central Asia,High income,36.5,144640716,9277.7138671875,3.83402991294861,95.43933,79.93813,15.1291,11.47181565990254,0.5339739627408879,0.1275817347989521,0.3170802766646886
RUS,Russian Federation,2016,86829.0745911957,45640.8845001553,10548.57060409881,29496.6654874164,1142.95399952529,Europe & Central Asia,High income,36.7,145015460,8663.158203125,3.76044011116028,95.93125,80.63262,15.20601,11.371696805289682,0.5256405727579088,0.1214866178611606,0.3397095457517096
RUS,Russian Federation,2017,108127.244282034,56851.7955367192,15308.53654122266,34516.6866396029,1450.2255644893594,Europe & Central Asia,High income,35.5,145293260,10658.9130859375,4.68990993499756,,81.90931,15.02735,11.591064000384405,0.5257860395334747,0.1415789021802183,0.3192228459052485
RUS,Russian Federation,2018,108335.222278386,55790.7179415181,16439.61075073542,34087.7008724947,2017.19271363824,Europe & Central Asia,High income,35.3,145398106,11211.8876953125,4.67819976806641,103.40499,84.58425,15.70724,11.592985608907624,0.5149822630921848,0.1517476071493259,0.3146502139895046
RWA,Rwanda,2000,3384.47375325321,1058.17472782495,2273.9130126318723,171.498381506131,-119.112368709748,Sub-Saharan Africa,Low income,48.5,8213931,251.86926386091,3.43418002128601,,1.31739,7.47877,8.126953708933575,0.3126556164921698,0.6718660502082934,0.050672096759883
RWA,Rwanda,2010,8957.54572877582,3881.02216608222,4768.639112040438,321.658781140669,-13.774330487511008,Sub-Saharan Africa,Low income,47.2,10317553,593.624927744346,4.63126993179321,,5.9299,11.2061,9.100251554248503,0.4332684737086593,0.5323600075767788,0.0359092535924601
RWA,Rwanda,2013,12381.9704488641,5294.87506281032,6735.427045646767,503.631840341719,-151.96349993469298,Sub-Saharan Africa,Low income,45.1,11093340,704.92421851123,4.7421498298645,,7.34873,11.51414,9.42399669745576,0.4276278226214037,0.5439705314645346,0.0406746117204569
RWA,Rwanda,2016,10478.1307685979,5383.60794546427,4744.4163346983805,658.800745255242,-308.694256820044,Sub-Saharan Africa,Low income,43.7,11919183,729.519133812945,3.43483996391296,35.24466,7.66732,11.49982,9.25704558019167,0.5137946895641446,0.4527922431467459,0.0628738808289751
SDN,Sudan,2009,,,0.0,,0.0,Sub-Saharan Africa,Low income,35.4,34569113,1178.22180175781,2.02213001251221,,15.58644,7.23634,,,,
SEN,Senegal,2005,8965.74147174638,5783.24105462382,2434.0718866258235,1088.22993666767,-339.80140617093605,Sub-Saharan Africa,Lower middle income,39.2,11235472,979.846101520171,4.06443023681641,20.3908,5.42219,6.74774,9.101166090008611,0.6450376773464269,0.2714858435631098,0.1213764572731652
SEN,Senegal,2011,12011.9450355672,7961.48388902636,3347.82777541089,1249.93576910201,-547.3023979720219,Sub-Saharan Africa,Lower middle income,40.3,12958897,1374.67591873844,4.90302991867065,32.74249,9.97259,8.72458,9.393656853299143,0.6627972293789656,0.2787082163211719,0.1040577329817084
SEN,Senegal,2018,14394.4690822619,8365.08106079606,5219.829354882314,1585.1651243805,-775.606457796961,Sub-Saharan Africa,Lower middle income,38.3,15914498,1452.55612562445,5.11019992828369,,12.76259,,9.574599320272464,0.5811316147188944,0.3626274317622895,0.1101232088048232
SLV,El Salvador,1998,19606.4094633218,10954.4995732437,2088.5244655361685,7203.64827215177,-640.2628476098,Latin America & Caribbean,Upper middle income,54.4,5880781,1859.73085887742,2.54725003242493,,21.91906,11.40899,9.883611805196155,0.5587203303968815,0.1065225363901138,0.3674129261468202
SLV,El Salvador,1999,19766.8878530262,11704.7103631567,1793.577199101989,6979.11770409921,-710.517413331736,Latin America & Caribbean,Upper middle income,52.1,5913900,1908.0804545224,2.56260991096497,,22.06705,11.24401,9.89176348612152,0.5921372372922515,0.0907364483695091,0.3530711438235203
SLV,El Salvador,2000,19569.1359896388,11728.5027250341,1573.29170288096,7023.91009713254,-756.5685354088531,Latin America & Caribbean,Upper middle income,51.5,5943366,1982.87093542615,2.8386800289154,,21.40517,11.51992,9.881708909678078,0.5993367684318791,0.0803965848933731,0.3589279619116278
SLV,El Salvador,2002,18379.2735221167,11688.8153881633,1380.75221670082,6310.65829424412,-1000.952376991565,Latin America & Caribbean,Upper middle income,51.9,5986631,2115.41187355626,3.242840051651,67.92283,21.30964,11.85634,9.818978869672415,0.6359780964191846,0.0751255056430436,0.343357330563158
SLV,El Salvador,2005,18315.5149982489,12198.3099624085,2047.54296332832,5372.11956666934,-1302.457494157248,Latin America & Caribbean,Upper middle income,48.5,6005578,2447.39140845394,3.17785000801086,73.66628,22.94933,12.554,9.815503793750096,0.6660096624951443,0.1117928140990892,0.2933097741004255
SLV,El Salvador,2006,19577.6566958769,13815.5024185603,2303.13687399046,4924.27447126091,-1465.257067934762,Latin America & Caribbean,Upper middle income,45.7,6002319,2665.61807194853,3.49298000335693,70.94586,23.19761,12.49476,9.882144230468782,0.7056770191230228,0.1176410900327773,0.2515252232560587
SLV,El Salvador,2007,21121.3472470252,15348.0314296927,2416.91629681298,4864.1431481807,-1507.7436276612798,Latin America & Caribbean,Upper middle income,45.2,6009824,2830.65693770733,3.60984992980957,70.06702,24.28711,13.00392,9.958039525891056,0.7266596799053321,0.1144300251563444,0.2302951176026795
SLV,El Salvador,2008,23092.4694278347,16623.4748494878,3111.99208059662,4935.91543242714,-1578.91293467691,Latin America & Caribbean,Upper middle income,46.9,6029297,2983.24829577976,4.45810985565185,70.40787,25.1151,12.3644,10.047261844565693,0.7198656211903676,0.1347622042034861,0.2137456735777938
SLV,El Salvador,2009,21775.4806209132,16550.5873148146,2657.27984873197,4245.77541854726,-1678.16196118064,Latin America & Caribbean,Upper middle income,45.8,6048279,2910.18651752011,4.65950012207031,72.17698,25.60744,12.3634,9.98853987362009,0.7600561201353871,0.122030824255604,0.194979642124161
SLV,El Salvador,2010,22085.4993079416,17103.4617630523,3108.41294954565,3712.6722682876,-1839.04767294392,Latin America & Caribbean,Upper middle income,43.5,6068249,3040.07300952878,4.04807996749878,77.70577,26.11398,12.47133,10.0026765322397,0.7744204251203938,0.1407445177582158,0.1681045203697333
SLV,El Salvador,2011,23524.7854688721,18611.2231151159,3381.64889737774,3530.00742170462,-1998.09396532607,Latin America & Caribbean,Upper middle income,42.3,6090127,3330.60049486653,3.89854001998901,81.02259,27.1871,12.61316,10.065809845129198,0.791132532950925,0.1437483415885906,0.1500548188367333
SLV,El Salvador,2012,23939.0432581768,19514.5610788485,3165.82543046872,3546.97661179738,-2288.3198629377803,Latin America & Caribbean,Upper middle income,41.8,6113975,3497.91256915509,3.7124400138855,82.7288,28.02119,12.67521,10.08326601416036,0.81517715091571,0.132245277989018,0.1481670162647727
SLV,El Salvador,2013,23344.5893895148,19577.095541466,2694.30255919433,3482.96540769287,-2409.77411883844,Latin America & Caribbean,Upper middle income,43.4,6138839,3582.26694005169,3.80149006843567,80.70026,28.35208,12.78912,10.05812051845253,0.8386138310172648,0.1154144334791544,0.1491979725827707
SLV,El Salvador,2014,23953.7474743097,19899.809303056,3205.4807530775,3261.04092293968,-2412.58350476349,Latin America & Caribbean,Upper middle income,41.6,6162955,3666.01248913873,3.82416009902954,80.75428,27.86739,12.54815,10.08388006134241,0.8307597516588362,0.1338195936362511,0.1361390707836898
SLV,El Salvador,2015,24942.0751730943,21276.5997471469,2891.05076694027,3139.34905557108,-2364.92439656393,Latin America & Caribbean,Upper middle income,40.6,6183676,3790.34089108162,3.90987992286682,83.07595,27.97005,12.23846,10.124311422392209,0.8530404787689259,0.1159105947230455,0.1258655919278754
SLV,El Salvador,2016,23053.5947374014,19404.3239750776,3211.43794238284,2988.82465900694,-2550.9918390659404,Latin America & Caribbean,Upper middle income,40.0,6200800,3901.34014965811,3.82523989677429,79.55857,27.91809,11.98343,10.045576990165529,0.8417049139671333,0.1393031316358098,0.1296467944826829
SLV,El Salvador,2017,24049.1211317613,20803.0501425335,2899.11776172709,2985.68196535664,-2638.72873785596,Latin America & Caribbean,Upper middle income,38.0,6213533,4020.12671373919,3.7252299785614,77.84939,28.58629,11.6416,10.087853731488272,0.8650233007916133,0.1205498423764962,0.1241493170997212
SLV,El Salvador,2018,25054.3954382157,21739.7032202753,2734.92885091709,3251.06458037341,-2671.30121335007,Latin America & Caribbean,Upper middle income,38.6,6219807,4183.54620971358,3.60575008392334,77.42193,29.37193,11.59388,10.128804557715986,0.8677001715681206,0.1091596425729546,0.1297602485915318
SRB,Serbia,2007,34447.1358542417,18393.4280863245,8275.248784581,10975.8778553689,-3197.41887203267,Europe & Central Asia,Upper middle income,28.7,7381579,6081.08765700202,4.04879999160767,95.10051,47.993,13.51413,10.44718113377631,0.5339610284046183,0.2402303872111914,0.3186296213947021
SRB,Serbia,2009,33606.4059405078,19587.969065458,7716.55166198141,10625.1790794413,-4323.293866372929,Europe & Central Asia,Upper middle income,28.0,7320807,6414.0448463847,4.3127498626709,95.53899,49.84967,13.63441,10.422471980770627,0.5828641450125274,0.2296154987725179,0.3161652899822333
SRB,Serbia,2016,36524.2905822498,23928.6072118717,8636.47507461388,9318.27239060154,-5359.06409483727,Europe & Central Asia,Upper middle income,38.8,7058322,5982.37030126471,3.50274991989136,95.14309,62.13697,14.64188,10.505732813630818,0.6551422855972077,0.2364583934947408,0.2551253492416925
SRB,Serbia,2017,30936.6993135561,18185.3824039977,8841.597571915961,10212.5102500921,-6302.790912449729,Europe & Central Asia,Upper middle income,36.1,7020858,6548.03653824187,3.56539011001587,94.93034,66.48674,14.76615,10.33969843820219,0.5878255537115131,0.2857964090578233,0.3301098849164267
SRB,Serbia,2018,36896.7659232379,20964.5808153972,10694.83608616754,11620.7841985785,-6383.435176905379,Europe & Central Asia,Upper middle income,35.0,6982604,7559.86165747394,3.43663001060486,97.9764,67.15866,14.73747,10.51587918183093,0.5681956206951332,0.2898583607142608,0.3149540049866438
STP,São Tomé and Principe,2010,26157.7966433698,8187.93538656037,4190.15347108303,15256.6099148812,-1476.902129154821,Sub-Saharan Africa,Lower middle income,30.8,181802,1045.20958234528,9.9882698059082,30.09759,4.33233,10.21756,10.171902575853032,0.3130208365097815,0.1601875543345928,0.583252868079326
SVK,Slovak Republic,1996,46251.1902391359,30252.2759921719,3627.010846522664,12360.1788950526,11.724505388709986,Europe & Central Asia,High income,26.3,5373361,5247.70081044708,4.08450984954834,,20.08966,12.23585,10.741842477509673,0.6540864318465396,0.0784198380143227,0.2672402338436236
SVK,Slovak Republic,2004,86173.5273822023,56196.8177165049,4422.256402567882,28667.2843143778,-3112.8310512482917,Europe & Central Asia,High income,27.1,5372280,10650.1290097126,4.11747980117798,83.13419,35.98146,13.93458,11.364118302549784,0.6521355156701106,0.0513180385776017,0.3326692684544621
SVK,Slovak Republic,2005,93531.3384987913,62483.5851718999,4596.663664894669,30245.1957968346,-3794.10613483788,Europe & Central Asia,High income,29.3,5372807,11641.5410321763,3.77565002441406,82.59451,40.35344,14.20277,11.446051830229557,0.6680497272334809,0.049145706013328,0.3233696457495415
SVK,Slovak Republic,2006,101154.615098762,72041.9777711899,4617.206174781364,30469.8732484783,-5974.44209568715,Europe & Central Asia,High income,25.8,5373054,13167.8954730379,3.70850992202759,86.04081,44.77801,14.42905,11.524405467840385,0.7121966476848528,0.0456450372558223,0.3012207917427112
SVK,Slovak Republic,2007,138891.106320275,103211.224887652,5866.166609578372,36193.14020403,-6379.4253809849,Europe & Central Asia,High income,24.7,5374622,16110.4817265237,3.52223992347717,82.28483,50.18767,14.73155,11.841445497320796,0.7431089550806284,0.0422357252742398,0.260586449074505
SVK,Slovak Republic,2008,150100.554274865,107842.73499796,7892.319486085298,41559.0904012288,-7193.590610408601,Europe & Central Asia,High income,26.0,5379233,18744.3192278346,3.52339005470276,82.78252,53.75125,14.87457,11.9190607103187,0.7184699318330149,0.0525802154709757,0.2768749962450209
SVK,Slovak Republic,2009,132553.036683904,99992.1343689542,5454.132592201518,38697.6152698533,-11590.845547105002,Europe & Central Asia,High income,27.2,5386406,16586.7527805228,4.00893020629883,80.78595,56.04681,14.94666,11.794738121178655,0.754355666761547,0.0411467947370217,0.2919406166614994
SVK,Slovak Republic,2010,137436.726344944,104846.99341168,5630.231212701602,37602.693097689,-10643.1913771268,Europe & Central Asia,High income,27.3,5391428,16899.448680529,4.04704999923706,83.4052,57.06673,14.99321,11.830918918140348,0.762874642026404,0.0409659874942788,0.273600034704787
SVK,Slovak Republic,2011,139715.162035158,104169.268067652,7049.205181978682,39695.2252364354,-11198.5364509083,Europe & Central Asia,High income,26.5,5398384,18469.4354316836,3.90686988830566,84.1007,56.24748,14.94832,11.847361072177252,0.7455831317823529,0.0504541173577483,0.2841153720055556
SVK,Slovak Republic,2012,126656.921669486,96764.5084899151,5908.52195406483,35195.3779185342,-11211.4866930284,Europe & Central Asia,High income,26.1,5407579,17516.9691054078,3.85490989685059,85.47472,56.14001,14.95083,11.749237305886604,0.7639891070653383,0.046649814918787,0.2778796251686687
SVK,Slovak Republic,2013,150967.721690431,120671.983491604,6234.960515064073,36061.0148732674,-12000.2371895039,Europe & Central Asia,High income,28.1,5413393,18312.7805149823,4.06078004837036,79.48024,54.36053,14.9328,11.924821329306829,0.7993230747632903,0.0412999576680984,0.2388657288424397
SVK,Slovak Republic,2014,132649.276283565,103911.491678584,6396.9449109424695,33411.8649625139,-11071.0252684756,Europe & Central Asia,High income,26.1,5418649,18770.9289896545,4.20446014404297,87.05712,52.68478,14.80398,11.79546390371659,0.7833551346066291,0.0482244991466646,0.2518812457829713
SVK,Slovak Republic,2015,118438.437621003,94284.8149502737,4788.351718088851,29795.2258864593,-10429.954933818604,Europe & Central Asia,High income,26.5,5423801,16442.0760860018,4.56416988372803,86.68772,50.70005,14.67734,11.68214859081649,0.7960660140754333,0.0404290348156342,0.2515671979885661
SVK,Slovak Republic,2016,117727.570509021,93482.2822347502,5240.340448371102,29725.6559060013,-10720.7080801017,Europe & Central Asia,High income,25.2,5430798,16636.0769133073,3.88375997543335,77.26999,47.79592,14.5318,11.67612850973446,0.7940559873151125,0.0445124317584516,0.2524952802259989
SVK,Slovak Republic,2017,122853.28953564,98735.475012257,5444.772213377817,31639.9464611796,-12966.904151174298,Europe & Central Asia,High income,23.2,5439232,17645.5298716761,3.91876006126404,80.99462,46.63439,14.48704,11.71874615443772,0.8036860501290332,0.0443193034061841,0.2575425255666498
SVK,Slovak Republic,2018,134395.10349145,107195.286352993,5798.886305424523,34754.3470130039,-13353.416179971602,Europe & Central Asia,High income,25.0,5446771,19573.3717031314,3.93534994125366,81.364,45.36723,14.48058,11.80853927405223,0.7976130347621824,0.0431480474717848,0.2585983128114107
SVN,Slovenia,2002,129281.845116093,84681.4908832417,5143.38374446153,39592.8420972399,-135.87160885019966,Europe & Central Asia,High income,29.1,1994530,11639.1297780477,5.74013996124268,100.37931,66.28983,16.10862,11.769750145900082,0.6550145599113247,0.0397842693213641,0.3062521428409857
SVN,Slovenia,2004,182102.467690346,121083.95987781,8065.509509932886,54845.8261874627,-1892.8278848600005,Europe & Central Asia,High income,24.8,1997012,17103.8297783905,5.68693017959595,,72.36907,16.34768,12.11232481691628,0.6649221255129052,0.0442910500457785,0.3011811255667586
SVN,Slovenia,2005,188120.312520261,127668.188968822,7316.191854437106,55046.4788973157,-1910.5472003135,Europe & Central Asia,High income,24.6,2000474,17969.7095907161,5.64437007904053,,79.24755,16.70616,12.144836997339024,0.6786518013841372,0.0388910254103959,0.2926131588867473
SVN,Slovenia,2006,208669.571801429,145302.416952263,7815.722996844206,59102.2383826965,-3550.8065303747026,Europe & Central Asia,High income,24.4,2006868,19563.005059144,5.62207984924316,96.01061,82.57848,16.86501,12.248507283688276,0.6963277668990163,0.0374550200557352,0.2832336208507606
SVN,Slovenia,2007,256834.917190232,181389.707734378,8941.441161270746,72075.2847836761,-5571.516489092301,Europe & Central Asia,High income,24.4,2018122,23725.1596001515,5.13660001754761,,84.57386,16.92316,12.456188811921756,0.7062501848221308,0.034813962443619,0.2806288396148703
SVN,Slovenia,2008,294229.524115496,212238.509080933,11696.489476613851,80620.9663519665,-10326.4407940174,Europe & Central Asia,High income,23.7,2021316,27461.9764165315,5.13438987731934,,85.51545,16.95818,12.592115436007957,0.7213365474418587,0.0397529429168452,0.2740070582458604
SVN,Slovenia,2009,256632.065840423,180351.44039163,10843.58143191492,75883.3468238528,-10446.302806975102,Europe & Central Asia,High income,24.8,2039669,24501.7897290425,5.62079000473022,101.24351,86.44243,17.01222,12.455398687660349,0.7027626879011089,0.0422534159805953,0.2956892646105963
SVN,Slovenia,2010,238213.101261918,167875.963892668,11090.99126391407,69534.2330415251,-10288.0869361896,Europe & Central Asia,High income,24.9,2048583,23329.8417691156,5.59362983703613,99.2859,89.15319,17.14839,12.380920935490405,0.7047301890759,0.0465591153683835,0.291899281245121
SVN,Slovenia,2011,247422.753353248,173389.657078843,11302.54806510677,72097.5577662882,-9367.00955699,Europe & Central Asia,High income,24.9,2052843,24940.6284841605,5.58290004730225,97.96252,86.01755,17.0009,12.418853704611504,0.7007829907675985,0.0456811182962223,0.2913942100682785
SVN,Slovenia,2012,214604.357122612,155969.533494391,10367.306700648627,58586.1165107841,-10318.599583211602,Europe & Central Asia,High income,25.6,2057159,22442.1417859955,5.6702299118042,96.22952,87.01796,16.98919,12.27655141243307,0.72677710548663,0.0483089292298262,0.2729959321250477
SVN,Slovenia,2013,215990.029992852,156152.151785714,11862.30344327848,57638.9020339479,-9663.3272700882,Europe & Central Asia,High income,26.2,2059953,23236.9655321695,5.46767997741699,94.52289,85.28806,17.70854,12.282987528160517,0.7229599986206849,0.0549206064912859,0.2668590862080782
SVN,Slovenia,2014,221171.262811677,156470.00741357,14320.34608297734,58944.5229292292,-8563.613614099002,Europe & Central Asia,High income,25.7,2061980,24013.0682060959,5.34328985214233,94.02604,82.23113,17.33702,12.306692625234383,0.707460840185197,0.0647477701258632,0.26651076717602
SVN,Slovenia,2015,194346.499813231,142203.156090568,9458.884936508828,49125.3603282206,-6440.9015420656,Europe & Central Asia,High income,25.4,2063531,20697.2748530619,4.95528984069824,98.99796,80.26099,17.29199,12.177397926410094,0.7316990850219927,0.0486702098859455,0.2527720353874682
SVN,Slovenia,2016,199665.609761931,148478.516299596,10379.546469925956,46809.3619676001,-6001.814975191799,Europe & Central Asia,High income,24.8,2065042,21447.8377796036,4.84419012069702,96.65591,77.84908,17.50057,12.204399295069546,0.743635904433581,0.0519846481439737,0.2344387800353436
SVN,Slovenia,2017,212724.863837777,159490.306880032,10146.232375168514,49198.0193736806,-6109.694791104103,Europe & Central Asia,High income,24.2,2066388,23303.077705959,4.82381010055542,97.95059,78.589,17.57206,12.267754890631888,0.7497492488779242,0.0476965042643345,0.2312753595705614
SVN,Slovenia,2018,238094.66470694,177445.761503767,12131.943611224682,53377.8637654503,-4860.904173501698,Europe & Central Asia,High income,24.6,2073894,25888.0481065655,4.97948980331421,95.43323,77.11312,17.59638,12.3804236244412,0.7452739931076447,0.0509542858768269,0.2241875677103084
SWE,Sweden,1995,386732.542084662,188032.130661165,13375.321151490212,196526.141961614,-11201.051689606102,Europe & Central Asia,High income,25.2,8826939,30254.0273028727,6.15396022796631,,42.39878,15.88644,12.865488627363884,0.4862071592103095,0.0345854555693483,0.5081706879443086
SWE,Sweden,2000,399095.71665282,181598.273522898,12845.86863104651,214366.401041245,-9714.826542370094,Europe & Central Asia,High income,27.0,8872109,29632.5890811623,6.7383599281311,,67.0748,18.785,12.89695655846312,0.4550243611882043,0.0321874379880186,0.5371302975614892
SWE,Sweden,2001,387713.525663507,171178.484723785,12300.477900243344,210539.447503887,-6304.884464408598,Europe & Central Asia,High income,26.5,8895960,27259.3174300217,6.61482000350952,,70.26627,18.84447,12.86802200998241,0.4415076426102019,0.0317256868436383,0.5430283793777477
SWE,Sweden,2002,433189.286148818,186488.808720537,12128.08935959616,241648.499799407,-7076.111730721896,Europe & Central Asia,High income,26.2,8924958,29957.7776664916,6.91077995300293,,75.28257,18.60659,12.978930061921366,0.4305018953226617,0.0279972052573564,0.557835818027113
SWE,Sweden,2004,610942.834114018,259735.696349429,15087.25355654386,346714.054617865,-10594.1704098201,Europe & Central Asia,High income,26.1,8993531,42758.0048564929,6.6729998588562,,83.76122,15.95156,13.322758672588424,0.425139115881594,0.024695033175114,0.5675065411327159
SWE,Sweden,2005,644913.343726809,261927.788466335,19243.14678000299,371127.365375438,-7384.956894966905,Europe & Central Asia,High income,26.8,9029572,43378.4077394363,6.51516008377075,,81.95384,15.89436,13.376871235940882,0.4061441603188318,0.0298383448988683,0.5754685788183208
