iso3,country_display,year,wealth_pc,human_capital_pc,natural_capital_pc,produced_capital_pc,net_foreign_assets_pc,region,income_group,gini_index,population_total,gdp_per_capita_current_usd,education_expenditure_pct_gdp,lower_secondary_completion_rate,tertiary_enrolment_rate,school_life_expectancy,log_wealth_pc,human_capital_share,natural_capital_share,produced_capital_share
COL,Colombia,2011,68482.4947141133,51847.0597900874,9009.8100723505,9469.34654528797,-1843.72169361255,Latin America & Caribbean,Upper middle income,53.5,45259614,7400.9940695669,4.46608018875122,91.2465,43.03231,14.02897,11.134333439972654,0.7570848580579298,0.1315636953642359,0.1382739718349727
COL,Colombia,2012,74230.080679056,58061.9699705714,7514.33988895581,10869.6433454376,-2215.8725259088,Latin America & Caribbean,Upper middle income,52.6,45715810,8108.59838244229,4.37038993835449,88.20769,45.3073,13.75542,11.214924746990375,0.7821892343295481,0.1012303882767566,0.1464317867635629
COL,Colombia,2013,76224.1253145107,59861.1894930184,6968.80921062006,11582.4166143391,-2188.29000346685,Latin America & Caribbean,Upper middle income,52.6,46151584,8279.10255642981,4.87855005264282,74.1675,48.73311,14.28951,11.2414332967432,0.7853312746590834,0.0914252434103486,0.1519521092114673
COL,Colombia,2014,76465.180646772,59989.0329969566,6922.93818144512,11934.1410890348,-2380.93162066446,Latin America & Caribbean,Upper middle income,52.5,46565429,8187.20824890084,4.62945985794067,74.94326,51.41638,14.22658,11.244590761256015,0.7845274475198543,0.0905371323638842,0.1560728816448379
COL,Colombia,2015,58155.8345310129,47311.2263462373,3433.947385220524,9833.6586572676,-2422.99785771259,Latin America & Caribbean,Upper middle income,51.0,46969940,6248.51490534512,4.47038984298706,74.64495,53.28214,14.29211,10.970881488786468,0.8135250182164875,0.0590473408715215,0.1690915234313004
COL,Colombia,2016,56280.3065239374,44539.0803301405,4615.436256552381,9874.12327775188,-2748.333340507289,Latin America & Caribbean,Upper middle income,50.6,47437512,5959.84250367574,4.47721004486084,74.08378,55.48425,14.41986,10.938099957623184,0.7913794909982755,0.0820080156206918,0.1754454424222471
COL,Colombia,2017,60372.8723713192,46708.1491586429,5480.41613226356,11134.1120623336,-2949.80498192089,Latin America & Caribbean,Upper middle income,49.7,48131078,6479.53231292429,4.53551006317139,73.67667,56.43403,14.40924,11.008295150107326,0.7736612045119807,0.0907761369801429,0.1844224338682116
COL,Colombia,2018,65990.444547168,50250.5345976922,6948.23269831926,11857.7551288081,-3066.0778776515804,Latin America & Caribbean,Upper middle income,50.4,49024465,6816.96818309544,4.44910001754761,75.72469,55.32749,14.39857,11.097265230938625,0.7614819833767694,0.1052914970644404,0.179688971792462
COM,Comoros,2014,15905.9557938673,8945.76655684701,3814.43674300055,3102.37231008779,43.380183931980014,Sub-Saharan Africa,Lower middle income,45.3,711503,1615.71723662012,2.74472999572754,48.31392,8.99478,11.2447,9.67444889630206,0.5624161586250691,0.2398118536498915,0.1950446958543629
CRI,Costa Rica,2004,42720.1385416033,28922.4450172757,8819.70423075952,6296.41480146881,-1318.42550790067,Latin America & Caribbean,High income,48.4,4200078,4431.0117207843,4.89062976837158,52.01004,26.6577,12.12097,10.662425716643876,0.6770213300949242,0.206453081189575,0.147387508945857
CRI,Costa Rica,2011,95152.1467910881,70177.8699222718,16378.459970499847,11478.7684663541,-2882.95156803761,Latin America & Caribbean,High income,48.8,4609833,9276.39107511347,6.37988996505737,53.60002,45.81894,14.31016,11.463232434646212,0.7375332274567726,0.1721291691553705,0.1206359378475861
CRI,Costa Rica,2012,102025.729208159,76259.0893770682,16373.499273241225,12606.8428962187,-3213.70233836852,Latin America & Caribbean,High income,48.4,4663934,10126.9991024177,6.58239984512329,58.53863,48.10857,14.50246,11.532980307596262,0.7474495891274626,0.1604840210437019,0.1235653299815918
CRI,Costa Rica,2013,110112.963207664,84080.0239619506,16387.945618343736,13621.3811524533,-3976.3875250833007,Latin America & Caribbean,High income,49.2,4716147,10803.2401962173,6.68739986419678,55.78986,49.00672,14.75022,11.609262056085685,0.7635797049924321,0.1488284861377984,0.1237037016864626
CRI,Costa Rica,2014,110518.948211004,84541.2405920361,16552.691553835448,14091.5429107697,-4666.52684563758,Latin America & Caribbean,High income,48.6,4767119,10911.497878334,6.67952013015747,58.76534,52.23117,15.11124,11.6129422622621,0.7649479293869955,0.1497724310788125,0.1275034113052358
CRI,Costa Rica,2015,113748.35546009,90299.5787588934,13663.026205566326,15026.3494282266,-5240.598932596209,Latin America & Caribbean,High income,48.4,4818038,11714.7105980732,6.87349987030029,59.00381,53.05263,15.23608,11.641743879214973,0.7938539277658051,0.1201162526728587,0.1321016850524821
CRI,Costa Rica,2016,118807.211248883,95197.8851669247,13903.858547382732,15447.9999472865,-5742.53241271088,Latin America & Caribbean,High income,48.7,4866998,12091.0301606154,6.89395999908447,56.5155,53.6387,15.42002,11.68525738481664,0.8012803614041545,0.1170287426262053,0.1300257769280123
CRI,Costa Rica,2017,130521.642632813,105571.429442342,14759.347179306416,16367.0726272333,-6176.206616068391,Latin America & Caribbean,High income,48.3,4913177,12317.0902771304,7.06980991363525,59.99917,55.74574,15.65154,11.779294335923902,0.8088423292322362,0.113079692237921,0.1253973846565629
CRI,Costa Rica,2018,119144.462567531,94331.3068875479,14380.778960646418,17178.0213020497,-6745.644582713529,Latin America & Caribbean,High income,48.0,4957818,12590.2493781614,6.76991987228394,70.29883,55.20794,15.90237,11.688092006982217,0.7917389096793397,0.1207003552724525,0.1441780921401463
CZE,Czechia,1996,67356.4675772447,34955.8875027551,4556.952206432748,28096.2637492738,-252.6358812169301,Europe & Central Asia,High income,25.8,10315241,6573.19643136362,4.21885013580322,101.64538,21.50966,13.08154,11.11775420658574,0.5189685379903204,0.0676542635079076,0.4171279278720025
CZE,Czechia,2002,82068.1405198574,40093.4422337257,2972.470901291404,40309.8776587074,-1307.6502738671195,Europe & Central Asia,High income,26.6,10196916,8101.26018588111,3.93903994560242,92.04767,34.43736,14.57212,11.315305163121524,0.488538450850176,0.0362195473476358,0.4911757157328784
CZE,Czechia,2004,114257.710829835,58083.1585519477,5953.422957902791,53458.3238912651,-3237.19457128063,Europe & Central Asia,High income,27.5,10197101,11782.5546676117,3.98130011558533,91.82942,43.73418,14.60776,11.646211797330992,0.5083521989903286,0.0521052182357239,0.4678749775661184
CZE,Czechia,2005,127672.311874728,65899.0818444847,5249.8847338715805,59547.6667875632,-3024.3214911916384,Europe & Central Asia,High income,26.9,10211216,13442.4916284309,3.86250996589661,91.95055,48.34936,14.84366,11.757222196856976,0.5161579740887347,0.0411199942789691,0.4664101864622874
CZE,Czechia,2006,134460.372897056,72925.5441949386,5704.32891843281,60481.9737450116,-4651.47396132693,Europe & Central Asia,High income,26.7,10238905,15259.0788162004,4.19624996185303,99.21669,50.13669,15.00054,11.80902480931277,0.5423571467466554,0.0424238665677366,0.4498126283742877
CZE,Czechia,2007,156727.767313047,90477.1643124127,7407.952438470869,66386.9070542618,-7544.2564920979,Europe & Central Asia,High income,26.0,10298828,18452.6532812196,3.85006999969482,94.09143,54.18236,15.29293,11.96226561311212,0.5772886697970642,0.0472663687199363,0.4235810168957555
CZE,Czechia,2008,201698.138573861,119814.233222432,13017.59289485959,76535.7438252982,-7669.431368729301,Europe & Central Asia,High income,26.3,10384603,22774.7045076205,3.73207998275757,94.98962,58.06951,15.461,12.21452749521286,0.5940274613816355,0.0645399753656754,0.3794568674081795
CZE,Czechia,2009,162036.806321283,97290.7406184608,6325.613426956001,67458.8071642913,-9038.3548884252,Europe & Central Asia,High income,26.2,10443936,19817.4215836554,4.1553201675415,94.65382,61.07541,15.83554,11.995578787922712,0.6004237112989926,0.0390381270192015,0.4163178027005511
CZE,Czechia,2010,169921.128933428,101750.082646992,7585.429438489829,69921.9899706328,-9336.373122686602,Europe & Central Asia,High income,26.6,10474410,20160.4355077059,3.99341988563538,86.63263,63.94588,16.01416,12.043089660925055,0.5988077132353318,0.0446408841919927,0.4114967362182896
CZE,Czechia,2011,184272.073107717,113351.392118622,10214.27522509883,69474.6249328901,-8768.2191688942,Europe & Central Asia,High income,26.4,10496088,22049.1080788682,4.2078800201416,88.61506,65.57001,16.07697,12.124168602646677,0.615130606645761,0.0554304027345914,0.3770219966661927
CZE,Czechia,2012,162724.389752542,103772.365417233,6732.16267015228,61585.9556343517,-9366.0939691945,Europe & Central Asia,High income,26.1,10510785,20014.0354015165,4.19049978256226,92.171,65.67117,16.07591,11.999813188257136,0.6377185717214339,0.0413715650148696,0.378467885041736
CZE,Czechia,2013,166542.893630689,106534.498519222,6806.761777589115,61345.611347762,-8143.9780138844,Europe & Central Asia,High income,26.5,10514272,20260.4954999375,4.02132987976074,96.78569,65.08577,16.61016,12.023008174627993,0.6396820434467988,0.0408709229748535,0.3683472168064803
CZE,Czechia,2014,167970.432244939,110096.845040044,6645.652003503692,57828.6676998062,-6600.732498415498,Europe & Central Asia,High income,25.9,10525347,20038.4163180257,3.93603992462158,98.05777,65.6241,16.74844,12.031543244353806,0.6554537222330763,0.0395644156812838,0.3442788526940198
CZE,Czechia,2015,150091.264803451,100589.469362768,4895.890305389656,50456.0525695153,-5850.147434221599,Europe & Central Asia,High income,25.9,10546059,17931.5987670768,5.71913003921509,98.93683,64.48163,16.86044,11.91899882008168,0.6701886981530398,0.0326194220016799,0.3361691477221477
CZE,Czechia,2016,154074.380131584,103777.412426645,5708.888190143763,49437.0658990959,-4848.986384300599,Europe & Central Asia,High income,25.4,10566332,18753.9686718096,5.50080013275146,96.95422,63.74813,16.83117,11.945190752662098,0.6735539830698398,0.0370528064774182,0.3208649345652093
CZE,Czechia,2017,171960.425903437,117016.704458764,6743.9654474429,53881.2277279629,-5681.471730732701,Europe & Central Asia,High income,24.9,10594438,20913.197632212,3.75573992729187,95.52796,64.07869,16.78511,12.055019647365912,0.6804862446925655,0.0392181248215209,0.3133350446469554
CZE,Czechia,2018,199128.79587957,136781.763079329,7471.698492688241,60436.4255962237,-5561.091288671003,Europe & Central Asia,High income,25.0,10629928,23705.9329811299,4.21541023254395,93.91186,63.76877,16.27671,12.201707109828249,0.6869009701743612,0.0375219388018948,0.3035041985227225
DEU,Germany,1995,384670.014285909,227119.854547228,2463.452655668505,153522.737345292,1563.9697377205994,Europe & Central Asia,High income,28.8,81678051,31747.2449398447,4.41835021972656,74.79223,45.32742,15.76783,12.860141139993882,0.5904277591505206,0.0064040672893144,0.3991024297287311
DEU,Germany,1996,369573.236018918,217158.024233536,2331.188221955785,148935.611256991,1148.4123064357009,Europe & Central Asia,High income,28.0,81914831,30599.7891048363,4.47798013687134,76.53817,46.94253,15.85593,12.820104202758964,0.5875913163322789,0.0063077842082602,0.4029934982882991
DEU,Germany,2013,549429.13056226,335097.668788203,4644.368875801302,199444.315254018,10242.777644236994,Europe & Central Asia,High income,31.5,80645605,47206.8353514242,4.83911991119385,,61.38684,16.73334,13.21663507373905,0.6099015326058153,0.0084530808751412,0.3630028044743751
DEU,Germany,2014,564482.17855626,351055.692672526,4281.625568548958,198016.344895187,11128.515419998002,Europe & Central Asia,High income,30.8,80982500,48959.5991203133,4.82582998275757,,65.50391,16.73534,13.243664091756866,0.6219074862033709,0.0075850500355915,0.3507929079384592
DEU,Germany,2015,486012.135445838,301139.007653402,3204.2166122830454,169138.130585032,12530.780595120596,Europe & Central Asia,High income,31.7,81686611,41929.7549110722,4.76157999038696,,67.74687,16.78934,13.093988872624047,0.6196121160167233,0.0065928736724725,0.3480121549431578
DEU,Germany,2016,504045.319246516,315070.435482804,3346.1191997375463,171434.934667343,14193.8298966313,Europe & Central Asia,High income,31.4,82348669,42948.9381932694,4.74631023406982,,69.58059,16.87524,13.130421462150936,0.6250835459672446,0.0066385284655347,0.3401180967687917
DEU,Germany,2017,542637.545995493,337022.366991612,3773.073864229766,182568.747027775,19273.358111875,Europe & Central Asia,High income,31.3,82657002,45553.9341495339,4.77830982208252,,70.24665,16.97719,13.20419687326618,0.6210819164260544,0.0069532119405926,0.3364469494878841
DEU,Germany,2018,596465.077892473,368596.974738879,4075.394698178016,201171.704771981,22621.00368343461,Europe & Central Asia,High income,31.9,82905782,48916.1686612154,4.88400983810425,,70.34264,16.93209,13.298775973781089,0.6179690788289997,0.0068325788872298,0.3372732322951637
DJI,Djibouti,2002,3863.5194876688,2594.27447198436,240.328532083934,714.645939747729,314.2705438527789,Middle East & North Africa,Lower middle income,40.0,795574,743.013270420348,8.44760036468506,17.27113,1.00922,3.54886,8.259333831406162,0.6714795875275145,0.0622045605958481,0.1849727798782083
DNK,Denmark,1995,388283.767796184,207321.685660313,7225.65207602162,183121.00860986,-9384.5785500097,Europe & Central Asia,High income,23.0,5233373,35321.0980773087,7.47743988037109,,45.44683,15.12404,12.869491711591238,0.5339437361418088,0.0186092045954763,0.4716164408551402
DNK,Denmark,2000,382292.421045417,203679.535094442,7540.10564968669,175419.909383229,-4347.129081941501,Europe & Central Asia,High income,23.8,5339616,30722.0251837567,8.09000015258789,,57.21831,16.23391,12.853941094861828,0.5327846535316076,0.0197233982014802,0.4588631626636114
DNK,Denmark,2004,592458.417679227,309866.914284756,12048.47126974487,274847.759850004,-4304.727725277597,Europe & Central Asia,High income,24.9,5404523,46625.050098011,8.18766021728516,,74.395,16.62982,13.292035968396506,0.5230188398682291,0.0203363998387279,0.4639106334696624
DNK,Denmark,2005,672556.973099383,370298.683107104,13681.26777874264,287062.103306906,1514.918906630803,Europe & Central Asia,High income,25.2,5419432,48925.8076698784,8.0647497177124,,80.37451,16.87528,13.418842105233129,0.5505833675333635,0.0203421692525087,0.4268219865211139
DNK,Denmark,2006,693934.579869735,391517.794568058,15107.40984629534,287727.967720032,-418.59226465100073,Europe & Central Asia,High income,25.9,5437272,52119.1787984282,7.71623992919922,,79.01963,16.72458,13.450132969728305,0.5641998625310666,0.0217706543016364,0.4146326989124019
DNK,Denmark,2007,789333.336821872,449976.415548777,14329.49479029838,328980.414688467,-3952.9882056709903,Europe & Central Asia,High income,26.2,5461438,58631.6566433635,7.59681987762451,,78.55219,16.81783,13.578943990737525,0.5700714698818335,0.018153920684503,0.416782618118038
DNK,Denmark,2008,840271.047242653,494832.373588081,16923.38604743232,332030.819530438,-3515.531923298011,Europe & Central Asia,High income,25.2,5493621,64616.6657583663,7.44195985794067,99.21456,75.68209,16.75206,13.641479794059894,0.5888961368023711,0.0201403893457549,0.3951472808922742
DNK,Denmark,2009,761510.538633074,465780.033846722,13898.3005277209,281775.171019116,57.03323951500352,Europe & Central Asia,High income,26.7,5523095,58412.7472358513,8.41279983520508,97.11874,74.28376,16.79486,13.543059290529634,0.6116527746061218,0.0182509628201188,0.3700213676949341
DNK,Denmark,2010,714225.013777477,445253.678624608,12885.99856984297,249208.772078529,6876.564504497015,Europe & Central Asia,High income,27.2,5547683,58104.5445594981,8.55025005340576,97.80104,73.59667,16.94296,13.478953337020464,0.6234081277407215,0.0180419312139321,0.3489219325440374
DNK,Denmark,2011,755230.934930698,482545.624548899,7866.726245258509,249463.248993218,15355.33514332099,Europe & Central Asia,High income,27.3,5570572,61809.737898222,8.47716045379639,99.70815,76.75835,18.41773,13.534778855541616,0.6389378430230466,0.0104163188786491,0.330313864879104
DNK,Denmark,2012,726485.963709566,453662.8080255,11497.34925642348,240490.163070103,20835.643357538007,Europe & Central Asia,High income,27.8,5591572,58443.7747103968,7.24570989608765,96.37104,79.10832,18.67774,13.495974441378532,0.6244619038598038,0.0158259757665736,0.3310320846972977
DNK,Denmark,2013,761210.440343322,475711.017843892,15034.90161329724,247288.817244485,23175.703641647007,Europe & Central Asia,High income,28.5,5614932,61377.5940590412,8.46864032745361,97.55675,80.93104,19.14091,13.542665129947649,0.6249402170959929,0.0197513076758592,0.3248626189795197
DNK,Denmark,2014,786107.092931511,497656.822022769,13180.54037272884,250819.724112666,24450.00642334699,Europe & Central Asia,High income,28.4,5643475,62520.4509747011,7.63833999633789,95.83186,81.02908,19.13853,13.574848312679077,0.6330649176143829,0.0167668508416285,0.3190655908946473
DNK,Denmark,2016,677189.242523011,434988.791387155,4324.66031683791,210774.406568642,27101.384250377014,Europe & Central Asia,High income,28.2,5728010,54500.9260410217,7.71534013748169,99.45043,81.05675,19.06606,13.42570604388608,0.642344508850307,0.0063861916954343,0.311248899618307
DNK,Denmark,2017,715854.723580928,457772.229602715,6166.79248381775,218362.939819594,33552.761674801994,Europe & Central Asia,High income,28.7,5764980,57521.5514992225,7.3700098991394,99.3981,80.61602,18.89342,13.481232525329151,0.6394764391758091,0.0086145865643933,0.3050380651639408
DNK,Denmark,2018,774183.451304825,493162.792979674,5427.394999911118,237825.961409827,37767.30191541198,Europe & Central Asia,High income,28.2,5793636,61324.7665045565,7.32746982574463,99.37864,81.18335,18.7937,13.559564141677424,0.6370102488608961,0.0070104766393077,0.3071958732894511
DOM,Dominican Republic,2014,46518.293286096,37870.7841260152,4259.224038284411,8492.59634570316,-4104.3112239067605,Latin America & Caribbean,Upper middle income,44.3,10315528,6496.45166971142,3.62243443144513,77.73144,49.31927,13.75625,10.747600918214449,0.814105192834633,0.0915601957296542,0.1825646588853151
DOM,Dominican Republic,2015,46034.4574130192,38427.9441307652,4202.626138238836,7592.21153748989,-4188.32439347473,Latin America & Caribbean,Upper middle income,45.2,10434829,6800.95309395474,3.60400277306673,78.42523,51.74711,14.09283,10.737145469251251,0.8347647890359893,0.0912930525178792,0.1649245361875972
DOM,Dominican Republic,2016,47219.3712833403,39353.6228481515,5127.46410992026,7156.95860519885,-4418.674279930299,Latin America & Caribbean,Upper middle income,45.7,10551430,7160.44200982307,3.85049560792469,84.59305,54.499,14.14082,10.76255949592444,0.8334211527724438,0.1085881486890806,0.1515682740088479
DOM,Dominican Republic,2017,50424.3741005612,40930.4471182769,6309.8842672930205,8037.50526360954,-4853.462548618209,Latin America & Caribbean,Upper middle income,42.2,10666843,7412.71571571512,3.92026752279272,85.3822,59.91559,14.22252,10.828229950262704,0.8117194878145519,0.1251355991986977,0.1593972241991613
ECU,Ecuador,1995,18041.2842175965,9474.99036259302,3098.22729999867,6767.35836226163,-1299.2918072567809,Latin America & Caribbean,Upper middle income,50.8,11590514,2108.00698245316,1.99764001369476,,18.09099,,9.800417978311112,0.525183808886045,0.1717298648272956,0.3751040269994256
ECU,Ecuador,2012,71117.142515883,50458.932615364,12744.15169403716,8643.39722305797,-729.3390165761402,Latin America & Caribbean,Upper middle income,46.1,15572194,5634.08393191094,4.65310001373291,83.96199,39.81667,15.02369,11.172083691032514,0.7095185609305762,0.1791994341053697,0.1215374650510963
ECU,Ecuador,2013,74862.2664929703,54297.597096552,12453.7160734288,8868.95169085711,-757.9983678675803,Latin America & Caribbean,Upper middle income,46.9,15807128,6109.29031510341,4.92997980117798,91.29519,40.32245,14.91156,11.223405257422357,0.7252999360051521,0.1663550498380679,0.1184702535247168
ECU,Ecuador,2015,64873.208579994,50147.7147701893,6205.2430338092,9402.57273620498,-882.32196020944,Latin America & Caribbean,Upper middle income,46.0,16266225,5976.1596805651,5.10570001602173,101.1498,44.89223,15.19845,11.080190006676435,0.7730111685219491,0.0956518595216024,0.1449376860188876
EGY,"Egypt, Arab Rep.",2004,8000.08881143738,3479.06387503252,4265.47780197127,525.972104487744,-270.42497005414896,Middle East & North Africa,Lower middle income,31.8,79477443,991.255689145253,4.67072010040283,78.19512,28.9297,11.25802,8.987207922030025,0.4348781566097933,0.5331788061993888,0.0657457831887796
EGY,"Egypt, Arab Rep.",2008,15257.1866557717,5623.76690273319,9032.87560068481,935.305588852425,-334.761436498684,Middle East & North Africa,Lower middle income,31.1,85864789,1896.21594269779,3.76082992553711,,29.98793,,9.632805927145444,0.3685978961662473,0.5920407087153076,0.0613026247862416
ESP,Spain,1995,184285.992452485,135291.433938709,5010.061783571548,46824.1618700881,-2839.665139883781,Europe & Central Asia,High income,35.7,39724050,15460.9110266653,4.43779993057251,,45.729,15.49759,12.124244136713491,0.7341384558763553,0.0271863407353833,0.2540842157721831
ESP,Spain,1996,192528.855028671,140304.340730855,6309.935038735547,48598.1690603161,-2683.58980123568,Europe & Central Asia,High income,36.5,39889852,16100.6215831114,4.45979976654053,,47.67777,15.68965,12.168001317729493,0.7287444820152343,0.0327739706227198,0.2524201842527914
ESP,Spain,1998,187229.437575033,136312.449059192,5510.772709963287,48347.4808257952,-2941.2650199166,Europe & Central Asia,High income,34.6,40223509,15382.3348573373,4.29121017456055,,52.83373,15.62371,12.14009008266621,0.7280503046139003,0.0294332599688273,0.2582258508703779
ESP,Spain,1999,190825.18994924,138865.506461723,5088.067990493681,51527.2369086816,-4655.621411659102,Europe & Central Asia,High income,33.8,40386875,15707.9473068138,4.26387977600098,,55.02773,15.6508,12.15911305207684,0.7277105632577208,0.0266635028208127,0.2700232444279918
ESP,Spain,2000,180981.729495506,129327.094737202,5085.698715332897,51577.9254243199,-5008.9893813487,Europe & Central Asia,High income,34.1,40567864,14743.2671031455,4.16786003112793,,57.72711,15.70854,12.106151363139196,0.7145864673616866,0.0281006194907601,0.2849896813788634
ESP,Spain,2004,255730.137188731,172359.177606715,5081.411900835427,94710.5141832429,-16420.9665020615,Europe & Central Asia,High income,33.3,42921895,24925.0267844576,4.15485000610352,,66.09032,15.74748,12.451878015846596,0.6739885236111709,0.0198702114529634,0.3703533546120368
ESP,Spain,2005,281456.194420091,194133.139355799,5194.665389704447,98304.883675995,-16176.494001407198,Europe & Central Asia,High income,32.4,43653155,26450.9530130382,4.14090013504028,,67.15335,15.86876,12.547732099603936,0.689745485103956,0.0184563903466664,0.3492724112131951
ESP,Spain,2006,271990.491270755,200033.1600238,5647.138862290158,88281.4740289462,-21971.281644281305,Europe & Central Asia,High income,33.5,44397319,28421.686527407,4.18001985549927,,68.53449,15.9408,12.513522386103668,0.735441739485942,0.0207622657538739,0.3245755894498008
ESP,Spain,2007,290783.304155719,227885.285974144,6253.820706550542,86674.1998167778,-30030.002341753003,Europe & Central Asia,High income,34.1,45226803,32652.015594702,4.24615001678467,,68.75185,15.91744,12.580333609498506,0.7836945337553076,0.0215068080497548,0.2980714455681486
ESP,Spain,2008,314283.26900441,244207.569917657,6365.36794480281,92570.4290840146,-28860.0979420642,Europe & Central Asia,High income,34.2,45954106,35603.248328071,4.51629018783569,,69.74542,15.95045,12.65804998880245,0.7770301317383532,0.0202536010426743,0.2945445660447029
ESP,Spain,2009,275072.063732094,218602.999217133,5515.693497860607,83602.8277621491,-32649.456745048097,Europe & Central Asia,High income,34.9,46362946,32279.8208476151,4.89520978927612,79.47364,71.58433,15.99136,12.524788392254507,0.7947117429927055,0.0200518126887382,0.303930637767614
ESP,Spain,2010,249675.204295943,194122.00599457,6581.511150333531,77239.5857188639,-28267.898567824297,Europe & Central Asia,High income,35.2,46576897,30658.7422282912,4.8360800743103,77.75879,75.91095,16.33001,12.427916169358497,0.7774981361964758,0.0263602914390024,0.3093602584072021
ESP,Spain,2011,256640.674910596,198136.983640798,6455.657753753553,79961.2067760304,-27913.173259985397,Europe & Central Asia,High income,35.7,46742697,31824.6219134777,4.71897983551025,,80.03797,16.62454,12.455432233451855,0.7720404558233861,0.0251544606325652,0.3115687207566996
ESP,Spain,2012,216091.254040871,167515.724105338,5783.1064113660095,69476.4406361559,-26684.0171119889,Europe & Central Asia,High income,35.4,46773055,28456.4438151477,4.46011018753052,,82.27033,16.95605,12.2834560698614,0.7752082556458045,0.0267623344453922,0.3215143571845591
ESP,Spain,2013,216433.236759065,166140.625166604,7354.597199749374,71191.9768245364,-28253.962431825203,Europe & Central Asia,High income,36.2,46604197,29228.846559842,4.32851982116699,,83.72564,17.1725,12.285037403620445,0.7676299058982005,0.0339809047347776,0.3289327364437459
ESP,Spain,2014,216895.120152515,166036.886168043,7378.040148870433,69580.51611434,-26100.3222787382,Europe & Central Asia,High income,36.1,46460733,29707.765509467,4.27524995803833,88.01182,85.44627,17.29005,12.287169198417642,0.7655169284181691,0.0340166258405555,0.3208025891288508
ESP,Spain,2015,192140.581741419,149051.372911458,6233.664486116504,59520.0681384396,-22664.523794595694,Europe & Central Asia,High income,36.2,46422303,25982.4416197775,4.24902009963989,91.04118,85.61178,17.47447,12.165982579654676,0.7757412388396425,0.0324432476971768,0.3097735397644478
ESP,Spain,2016,194356.638792167,151134.487793357,6678.839915417775,58352.5496994147,-21809.2386160228,Europe & Central Asia,High income,35.8,46458139,26755.6061149398,4.19328022003174,91.93805,86.51608,17.54028,12.177450094648172,0.7776142288351204,0.0343638373092041,0.3002344044538315
ESP,Spain,2017,200947.44529541,158046.065803036,6322.936509883299,62409.1451041459,-25830.7021216556,Europe & Central Asia,High income,34.7,46571232,28381.3425596906,4.17845010757446,95.34045,88.85301,17.61613,12.21079868666098,0.7865044791721274,0.0314656227681224,0.310574463947024
ESP,Spain,2018,221404.13902464,169273.797738536,7947.016486204454,67733.044728767,-23549.719928866594,Europe & Central Asia,High income,34.7,46782011,30602.4212881113,4.15046977996826,97.79357,91.11257,17.75741,12.3077449938635,0.7645466723623336,0.0358937123814114,0.3059249254650519
EST,Estonia,1995,47015.423734792,19291.1714251695,5630.833882626101,22269.5245194319,-176.10609243550994,Europe & Central Asia,High income,30.1,1436634,3134.38975345407,5.89866018295288,89.89307,25.44992,12.90908,10.758230991428023,0.4103158047450244,0.1197656733753781,0.4736642308075631
EST,Estonia,1998,50628.9303765508,24458.7782652175,5438.628803114178,22286.182379781,-1554.6590715619302,Europe & Central Asia,High income,37.6,1386156,4093.39247738765,6.23536014556885,,47.32125,14.16652,10.83227843846291,0.4830988544159681,0.1074213648730987,0.4401867117086681
EST,Estonia,2000,49840.9472198127,23477.2995877768,6813.61589622923,21537.884146534,-1987.8524107273895,Europe & Central Asia,High income,35.8,1396985,4070.60902410208,5.33945989608765,90.0163,54.54407,14.98547,10.816592158493672,0.4710444102162677,0.1367071911009085,0.432132319868357
EST,Estonia,2001,52412.7649844104,25172.8910336348,6668.396707742239,22804.7216067928,-2233.24436375948,Europe & Central Asia,High income,36.0,1388115,4502.66614992392,5.23217010498047,90.12827,58.66144,15.42989,10.866905447214588,0.4802816840729963,0.1272284854600912,0.4350986179335475
EST,Estonia,2002,58889.4886506394,29370.9402512154,5421.722390075908,27295.4340493669,-3198.6080400188503,Europe & Central Asia,High income,35.8,1379350,5343.18310760735,5.433030128479,93.96418,61.53721,15.63121,10.98341789277372,0.4987467360339611,0.0920660463234815,0.4635026500450099
EST,Estonia,2004,83641.4977506904,48694.5967882442,6242.846182856291,37086.1325015083,-8382.0777219185,Europe & Central Asia,High income,33.6,1362550,8916.0728274602,4.87566995620728,100.2816,66.18384,15.87447,11.33429506049236,0.5821822671491109,0.0746381443510767,0.4433939312283798
EST,Estonia,2005,97313.8714114285,57435.7533588166,9693.91233741894,38485.9532378443,-8301.74752265136,Europe & Central Asia,High income,33.4,1354775,10414.6381183565,4.80935001373291,104.53211,67.9128,16.12036,11.485696821336946,0.5902113699288236,0.0996149078935985,0.395482706418404
EST,Estonia,2007,149218.55777982,98876.9443934281,12516.91652689546,50565.2464313553,-12740.5495718591,Europe & Central Asia,High income,31.2,1340680,16745.4308011148,4.6196699142456,,67.67473,16.11493,11.913167340919289,0.6626316851240872,0.0838831088648158,0.3388670094638432
EST,Estonia,2008,167409.60588619,113529.478224576,16024.18481084543,50790.0011415341,-12934.058290765804,Europe & Central Asia,High income,31.9,1337090,18205.9064113446,5.48375988006592,103.61801,66.44184,16.10435,12.028198818223856,0.6781539065431926,0.0957184310065167,0.3033876154995708
EST,Estonia,2009,133130.201602587,89587.1738144954,12765.7648796475,42785.3707228932,-12008.1078144494,Europe & Central Asia,High income,31.4,1334515,14712.4494217916,5.9597601890564,98.93314,66.63192,16.18022,11.79908288775357,0.6729290028563626,0.0958893228281525,0.3213798988347794
